alt_LandUse_1_Env093_BUILT,alt_LandUse_1_Env094_INTENSIVE,alt_LandUse_1_Env095_HERBCROPS,alt_LandUse_1_Env096_WoodCrops,alt_LandUse_1_Env097_HETEROGENEO,alt_LandUse_1_Env098_Natural,alt_LandUse_1_Env99_MainLU,Climate_Env001_Tref,Climate_Env002_PPTref,Climate_Env003_ET0ref,Climate_Env004_Rad,Climate_Env006_Snow,Climate_Env007_WaterBal,Topography_Env013_Slope,Topography_Env015_Zmean,Topography_Env104_MGU_litt,social_1_S042_Pdens,social_1_S003_MsR,social_1_S007_EGR,social_1_S008_DT,social_1_S013_IME,social_1_S015_ODI,social_1_S036_Tbmortalid,social_1_S040_Tbnatalidad,Topography_S048_distBigCity,econ_Education_1_S042_literacyIndex,econ_Education_1_S043_enrollmentIndex,econ_Education_1_S044_eduIndex,social_1_S46_HDI,social_1_Ec001_ActR,altEconomyClass_1_Ec108_Paro,altEconomyClass_1_Ec109_incomePerCapita,altEconomyClass_1_Ec110_incomeIndex,altEconomyClass_1_Ec077_EarnedIncome,econ_Education_1_Ec111_Illiterate,econ_Education_1_Ec_112_NoStudies,econ_Education_1_Ec91_EduPrimHab,econ_Education_1_Ec92_EduSecunHab,econ_Education_1_Ec93_EduBachiHab,econ_Education_1_Ec94_EduUnivHab,altEconomyClass_1_Ec113_Education,altEconomyClass_1_Ec095_OcuPrimHab,altEconomyClass_1_Ec096_OcuSecunHab,altEconomyClass_1_Ec097_OcuTradingHab,altEconomyClass_1_Ec098_OcuHospitalityHab,altEconomyClass_1_Ec100_OcuBankingHab,altEconomyClass_1_Ec101_OcuServicesHab,altEconomyClass_1_Ec109_OcuTradBankServHab,ecosystemServices_1_Env104_TraditionalAgriculture ,ecosystemServices_1_Env105_IntensiveAgriculture ,ecosystemServices_1_Env106_Shepherding ,ecosystemServices_1_Env107_ForestHarvesting ,ecosystemServices_1_Env108_FiberHarvesting ,ecosystemServices_1_Env109_Freshwater ,ecosystemServices_1_Env110_CleanEnergy ,ecosystemServices_1_Env111_Timber ,ecosystemServices_1_Env112_Apiculture ,ecosystemServices_1_Env113_MedicinalCompounds ,ecosystemServices_1_Env114_AirQuality ,ecosystemServices_1_Env115_MicroclimateRegulation ,ecosystemServices_1_Env116_HabitatSpecies ,ecosystemServices_1_Env117_WaterRegulation ,ecosystemServices_1_Env118_WaterQuality ,ecosystemServices_1_Env119_ErosionControlSoilProtection,ecosystemServices_1_Env120_SoilFertility ,ecosystemServices_1_Env121_SeedDispersal ,ecosystemServices_1_Env122_Pollination ,ecosystemServices_1_Env123_BiologicalInvasionsPlaguesPrevention,ecosystemServices_1_Env124_NaturalAccidentsMitigation,ecosystemServices_1_Env125_SatisfactionConservingSpecies,ecosystemServices_1_Env126_Relaxation ,ecosystemServices_1_Env127_TraditionalEcologicalKnowledge,ecosystemServices_1_Env128_ScienticKnowledge ,ecosystemServices_1_Env129_EnvironmentalEducation ,ecosystemServices_1_Env130_RecreationalHunting ,ecosystemServices_1_Env131_Tourism ,ecosystemServices_1_Env132_AestheticValues ,ecosystemServices_1_Env133_LocalIdentity
Scarce,Scarce,Scarce,Fair,Scarce,Fair,Natural land,Low,Low,Moderate,Moderate,None,Low,Gentle,Moderate,Baetic Depression,Low,More males,Decrease,Slowly to halftime,Emigration,Moderate,Moderate,High,Moderate,Low,Low,Low,Low,High,Average,Low,Moderate,Low,High,Moderate,High,Low,Low,Low,Elementary school,High,Low,Low,Low,Low,Low,Low,Moderate,Low,High,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,High
Fair,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,High,Moderate,Moderate,Moderate,None,Moderate,Gentle,Low,Sierra Morena,Low,More females,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Average,Average,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,Moderate,Middle school,Low,Low,Moderate,Moderate,Low,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,Moderate
Fair,Scarce,Fair,Fair,Scarce,Scarce,Herbaceous crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,High,Moderate,Moderate,Moderate,Low,Low,High,Average,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,No studies,Moderate,Moderate,Moderate,Low,Low,Low,Low,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Low,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,Moderate,Low,Low,Moderate,Moderate,High
Fair,Scarce,Fair,Fair,Scarce,Fair,Herbaceous crops,Moderate,Moderate,High,High,None,Moderate,Flat,Low,Sierra Morena,Moderate,More males,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Average,Average,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,No studies,Moderate,Low,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Low,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,High
Scarce,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,High,Low,High,High,None,Low,Gentle,Low,Baetic Depression,Moderate,More females,Decrease,Moderately to halftime,Emigration,High,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Low,Average,Moderate,Moderate,Low,Moderate,High,Low,Moderate,Moderate,Moderate,No studies,Low,Low,Low,Low,Low,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,Moderate,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Fair,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Moderate,Moderate,Moderate,None,Moderate,Gentle,Low,Sierra Morena,Moderate,More females,Decrease,Slowly to halftime,Balanced,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Average,Average,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,Middle school,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High
Scarce,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,High,Low,High,High,None,Low,Gentle,Low,Baetic Depression,Moderate,More females,Stable,Slowly to doubling time,Immigration,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Average,Average,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,Moderate,Moderate,No studies,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,Moderate,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,Low,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Emigration,Low,Low,Moderate,Far,Low,Low,Low,Low,High,High,Low,Low,Low,High,Low,Moderate,Moderate,Low,Low,Elementary school,Moderate,Low,Low,Low,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Low,High,Moderate,High,High,High,High,Moderate,High,High,High
Abundant,Scarce,Scarce,Scarce,Scarce,Scarce,Built,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,Moderate,Near,Moderate,Moderate,Low,Low,High,Average,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,No studies,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,High,Moderate,High,High,None,Moderate,Flat,Low,Sierra Morena,Low,More females,Decrease,Moderately to halftime,Emigration,Moderate,High,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Average,Average,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,Moderate,Low,Middle school,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,Moderate
Fair,Scarce,Scarce,Dominant,Scarce,Scarce,Woody crops,High,Low,Moderate,Moderate,None,Low,Moderate,Moderate,Baetic Systems,Moderate,More males,Increase,Fast to doubling time,Immigration,Low,Low,High,Near,Moderate,Moderate,Moderate,High,High,Low,High,High,High,Moderate,Moderate,Low,Moderate,Moderate,Low,Middle school,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Low,Moderate,High,Moderate,Low,Low,High,Low,Moderate,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Dominant,Fair,Natural land,High,Low,High,High,None,Low,Flat,Low,Sierra Morena,Low,More males,Decrease,Slowly to halftime,Emigration,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Average,Average,Moderate,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,Middle school,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Moderate,High,High,High,High,High,High,Moderate,High,High,High
Scarce,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,High,Low,High,High,None,Low,Gentle,Low,Baetic Depression,Low,More males,Decrease,Moderately to halftime,Emigration,High,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High,Average,Moderate,Moderate,Low,Moderate,High,Low,Moderate,Low,Low,No studies,Moderate,Low,Low,Low,Low,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Low,Moderate,High,Moderate,Low,Low,High,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Abundant,Scarce,Scarce,Scarce,Scarce,Fair,Built,High,Moderate,Moderate,Moderate,None,Moderate,Gentle,Low,Sierra Morena,High,More females,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Low,Low,High,High,High,Low,Low,Low,High,High,High,Middle school,Low,Low,Low,Moderate,Moderate,High,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,High
Fair,Scarce,Fair,Fair,Scarce,Scarce,Herbaceous crops,High,Moderate,High,High,None,Moderate,Flat,Low,Sierra Morena,Moderate,More females,Increase,Slowly to doubling time,Balanced,Low,Low,High,Moderate,Moderate,Moderate,Low,Low,High,Average,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,No studies,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Moderate,High,Low,Moderate,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,Low,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Immigration,High,Moderate,Moderate,Far,Low,Low,Low,Low,Average,High,Low,Low,Low,High,High,Low,Low,Low,Low,No studies,Moderate,Low,Low,High,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Scarce,Scarce,Fair,Herbaceous crops,Low,Very low,Moderate,Moderate,Low,Low,Flat,Moderate,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,High,Moderate,Moderate,Far,High,High,High,Moderate,Low,Average,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,No studies,Moderate,Low,Low,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Low,Moderate,High,Low,Low,Moderate,Moderate,Moderate,High,Low,Low,Low,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Fair,Fair,Fair,Natural land,Low,Low,Moderate,Moderate,Low,Low,Steep,High,Baetic Systems,Moderate,More males,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,High,Moderate,Moderate,Moderate,Low,Low,No studies,Low,High,Low,Low,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,Moderate,High,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,High,High
Scarce,Scarce,Scarce,Fair,Fair,Fair,Natural land,High,Low,High,High,None,Moderate,Flat,Low,Sierra Morena,Low,More females,Decrease,Slowly to halftime,Immigration,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Average,High,Low,Low,Moderate,High,Moderate,High,Low,Low,Low,Elementary school,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,High,High,High
Scarce,Scarce,Scarce,Dominant,Scarce,Scarce,Woody crops,Moderate,Low,Moderate,Moderate,None,Low,Gentle,Moderate,Baetic Depression,Moderate,More females,Increase,Moderately to doubling time,Immigration,Moderate,Low,Moderate,Near,Moderate,Moderate,Moderate,High,Average,Low,High,High,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Middle school,Low,High,Moderate,Low,Moderate,Moderate,Moderate,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Low,Moderate,High,Moderate,Low,Low,High,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Fair,Scarce,Fair,Fair,Scarce,Scarce,Herbaceous crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More females,Increase,Moderately to doubling time,Immigration,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,No studies,Moderate,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Dominant,Scarce,Fair,Woody crops,Moderate,Low,Moderate,Moderate,Low,Low,Steep,Moderate,Baetic Systems,Moderate,More males,Decrease,Slowly to halftime,Balanced,Moderate,Moderate,Moderate,Near,Low,Low,Low,Low,Average,Low,Moderate,Moderate,Low,High,Low,Moderate,Moderate,Low,Low,Elementary school,Moderate,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,High
Fair,Scarce,Scarce,Scarce,Fair,Fair,Natural land,High,Moderate,High,High,None,Moderate,Gentle,Low,Sierra Morena,Moderate,More males,Increase,Fast to doubling time,Immigration,Low,Low,High,Near,Moderate,Moderate,Moderate,Moderate,High,Average,Moderate,Moderate,High,Moderate,Low,High,Moderate,Moderate,Low,Elementary school,Low,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,High,High,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,High,Moderate,High,Moderate,None,Moderate,Gentle,Low,Sierra Morena,Low,More males,Decrease,Moderately to halftime,Balanced,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Low,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Moderate,Elementary school,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High
Scarce,Scarce,Fair,Fair,Scarce,Fair,Woody crops,Low,Low,Moderate,High,Low,Low,Gentle,Moderate,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,High,Moderate,Low,Far,Moderate,Moderate,Low,Low,Low,High,Low,Low,Low,High,High,Moderate,Low,Low,Low,No studies,High,Low,Low,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Low,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,High,Low,High,High,None,Low,Flat,Low,Sierra Morena,Low,More males,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Low,Moderate,Low,Moderate,Low,Low,Low,Average,Low,Low,Moderate,High,Moderate,Low,High,Moderate,Low,Middle school,Moderate,Moderate,Low,Low,Moderate,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Moderate,High,High,High,High,High,High,High,High,High,High
Fair,Scarce,Scarce,Dominant,Scarce,Fair,Woody crops,Moderate,Moderate,Moderate,Moderate,None,Moderate,Steep,Moderate,Baetic Depression,High,More males,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,High,Near,Low,Low,Low,Low,Average,High,Moderate,Moderate,Low,High,Moderate,Moderate,Moderate,Low,Low,No studies,Moderate,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,Moderate,Moderate,Low,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,High
Fair,Scarce,Dominant,Fair,Scarce,Scarce,Herbaceous crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More females,Increase,Slowly to doubling time,Immigration,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,Average,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Low,Elementary school,Moderate,High,Moderate,Low,Low,Low,Low,High,High,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Low,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Low,High,Moderate,Low,Low,Moderate,Low,High
Scarce,Scarce,Scarce,Dominant,Scarce,Scarce,Woody crops,Low,Low,High,High,None,Low,Gentle,Moderate,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Moderate,Near,Moderate,Moderate,Low,Low,Average,High,Low,Moderate,Low,Moderate,High,Low,Low,Low,Low,No studies,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Low,Moderate,High,Moderate,Low,Low,High,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Abundant,Scarce,Fair,Fair,Scarce,Scarce,Woody crops,High,Moderate,High,High,None,Moderate,Flat,Low,Baetic Depression,High,More females,Increase,Moderately to doubling time,Immigration,Low,Low,High,Near,High,High,High,High,High,Average,Moderate,Moderate,High,Low,Low,Moderate,Moderate,High,Moderate,Middle school,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Low,Low,Moderate,Moderate,Low,Low,Moderate,Low,Low,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Fair,Fair,Fair,Fair,Natural land,Very low,Low,Low,Moderate,Low,Low,Moderate,High,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,High,High,Low,Moderate,Moderate,High,Moderate,Low,Low,Average,Low,Moderate,Low,High,High,Low,Moderate,Low,Low,No studies,Moderate,Low,Low,High,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Dominant,Scarce,Scarce,Fair,Herbaceous crops,Low,Low,Moderate,High,Low,Low,Gentle,High,Baetic Systems,Low,More males,Decrease,Fast to halftime,Emigration,High,Low,High,Moderate,Moderate,Moderate,Low,Low,Low,High,Low,Low,Low,Moderate,Moderate,High,Low,Low,Low,Elementary school,Low,Low,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Moderate,High,Low,Low,Low,Low,High,Moderate,Moderate,Low,Moderate,Low,Moderate
Fair,Scarce,Scarce,Fair,Scarce,Dominant,Natural land,High,Very low,Moderate,Moderate,None,Low,Gentle,Low,Baetic Systems,Moderate,More males,Increase,Fast to doubling time,Immigration,High,Low,Low,Far,High,High,High,Low,Low,Average,Low,Low,Low,Low,High,Moderate,Low,Moderate,Moderate,No studies,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,High,Moderate,High,Moderate,High,High,Low,Moderate,Moderate,Low,High,High,High,Moderate,Moderate,Moderate,Moderate
Fair,Scarce,Dominant,Fair,Scarce,Scarce,Herbaceous crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More males,Increase,Moderately to doubling time,Immigration,Moderate,Low,High,Near,Moderate,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Elementary school,Low,Moderate,Low,Low,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Low,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Low,High,Moderate,Low,Low,Moderate,Moderate,High
Fair,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,Moderate,More females,Increase,Slowly to doubling time,Immigration,Moderate,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Average,Average,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,Moderate,Low,Middle school,Moderate,High,Moderate,Low,Moderate,Low,Moderate,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Fair,Scarce,Dominant,Scarce,Scarce,Scarce,Herbaceous crops,High,Low,High,High,None,Low,Flat,Low,Baetic Depression,High,More males,Increase,Moderately to doubling time,Immigration,Low,Low,High,Near,Moderate,Low,Moderate,Moderate,High,Average,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Low,Middle school,Low,High,High,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Moderate,Moderate,Low,Low,Moderate,Low,Moderate
Scarce,Scarce,Scarce,Dominant,Scarce,Scarce,Woody crops,Low,Low,Moderate,High,Low,Low,Moderate,Moderate,Baetic Systems,Moderate,More males,Decrease,Moderately to halftime,Emigration,Moderate,Low,Moderate,Near,Moderate,High,Moderate,Moderate,Low,High,Low,Moderate,Low,Moderate,Moderate,Low,Moderate,Moderate,Low,No studies,Low,Low,Low,Moderate,Low,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,High,Moderate,Low,High,Low,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Fair,Scarce,Scarce,Fair,Scarce,Dominant,Natural land,High,Very low,Moderate,Moderate,None,Low,Gentle,Low,Baetic Systems,Moderate,More females,Increase,Fast to doubling time,Immigration,High,Moderate,Low,Far,High,High,High,Moderate,Low,Average,Low,Low,Moderate,Low,Moderate,High,Low,High,Low,Elementary school,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,High,Moderate,High,Moderate,High,High,Low,Moderate,Moderate,Low,High,High,High,Moderate,Moderate,Moderate,Moderate
Fair,Scarce,Fair,Fair,Scarce,Scarce,Woody crops,High,Moderate,High,High,None,Moderate,Flat,Low,Baetic Depression,Moderate,More males,Increase,Moderately to doubling time,Immigration,Moderate,Moderate,High,Moderate,High,Low,Moderate,Low,High,Average,Low,Moderate,Moderate,Low,Low,Moderate,High,Low,Low,Middle school,High,Low,Low,Low,Moderate,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Abundant,Scarce,Scarce,Scarce,Scarce,Scarce,Built,High,Moderate,High,High,None,Moderate,Flat,Low,Baetic Depression,High,More females,Increase,Moderately to doubling time,Immigration,Low,Low,Moderate,Near,High,High,High,High,High,Low,High,High,High,Low,Low,Low,Low,High,High,High school or higher,Low,Moderate,High,Moderate,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,High
Abundant,Scarce,Scarce,Scarce,Scarce,Scarce,Built,High,Moderate,High,High,None,Moderate,Flat,Low,Baetic Depression,High,More females,Increase,Moderately to doubling time,Balanced,Low,Low,Moderate,Near,High,High,High,High,High,Low,High,High,High,Low,Low,Moderate,Moderate,High,Moderate,High school or higher,Low,Moderate,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,High
